"CountryCode","SeriesCode","DESCRIPTION",
"HTI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HTI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"HTI","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"HTI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"HUN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"HUN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"HUN","IT.CEL.SETS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.CEL.SETS.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.MLT.MAIN","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.MLT.MAIN.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.NET.BBND","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.NET.BBND.P2","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","IT.NET.USER.ZS","MATAV Hungarian Telecommunication Company Ltd. From 1998: National Communications Authority.",
"HUN","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"HUN","SM.POP.REFG","UNHCR estimate based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The data source and definition for the years prior to 2004 is unclear.",
"HUN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"HUN","SP.DYN.AMRT.FE","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"HUN","SP.DYN.AMRT.MA","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"HUN","SP.DYN.CBRT.IN","Data sources : Eurostat",
"HUN","SP.DYN.CDRT.IN","Data sources : Eurostat",
"HUN","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"HUN","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Hungarian Central Statistical Office",
"HUN","SP.DYN.TFRT.IN","Data sources : Eurostat",
"HUN","SP.POP.GROW","Data sources : Eurostat",
"HUN","SP.POP.TOTL","Data sources : Eurostat",
"HUN","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"HUN","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IDN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"IDN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IDN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IDN","IT.CEL.SETS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.CEL.SETS.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.MLT.MAIN","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.MLT.MAIN.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.NET.BBND","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.NET.BBND.P2","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","IT.NET.USER.ZS","Directorate General of Posts and Telecommunications (POSTEL), PT Indosat, PT Telekom.",
"IDN","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"IDN","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IDN","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"IDN","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"IDN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IDN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IDN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IMN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"IMN","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"IMN","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"IMN","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"IMN","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report",
"IMN","SP.DYN.LE00.FE.IN","Data sources : CIA World Fact book",
"IMN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IMN","SP.DYN.LE00.MA.IN","Data sources : CIA World Fact book",
"IMN","SP.DYN.TFRT.IN","Data sources : CIA World Fact book",
"IMN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IMN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IND","CM.MKT.TRNR","Method of calculation: Total domestic value of share trading of BSE Limited and National Stock Exchange India divided by 50% of the total domestic market capitalization of the two exchanges.",
"IND","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2015 are based on reports provided by the country. Short-term debt data for 2015 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds).",
"IND","DT.DOD.DPNG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.",
"IND","DT.DOD.DPPG.CD","Data prior to 2003 are mechanically adjusted from fiscal year to calendar year.",
"IND","DT.DOD.PBND.CD","Long-term public and publicly guaranteed bonds include Foreign Institutional Investor debt as reported by the Bank of India.",
"IND","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IND","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IND","IT.CEL.SETS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.CEL.SETS.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.MLT.MAIN","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.MLT.MAIN.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.NET.BBND","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.NET.BBND.P2","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","IT.NET.USER.ZS","Department of Telecommunications (DOT). Ministry of Communications and Information Technology.",
"IND","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"IND","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IND","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"IND","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"IND","SP.DYN.CBRT.IN","Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","SP.DYN.CDRT.IN","Data sources : United Nations Population and Vital Statistics Report, Sample Registration System, United Nations World Population Prospects",
"IND","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IND","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IND","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IND","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IND","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IND","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRL","IT.CEL.SETS","Commission for Communications Regulation.",
"IRL","IT.CEL.SETS.P2","Commission for Communications Regulation.",
"IRL","IT.MLT.MAIN","Commission for Communications Regulation.",
"IRL","IT.MLT.MAIN.P2","Commission for Communications Regulation.",
"IRL","IT.NET.BBND","Commission for Communications Regulation.",
"IRL","IT.NET.BBND.P2","Commission for Communications Regulation.",
"IRL","IT.NET.USER.ZS","Commission for Communications Regulation.",
"IRL","PA.NUS.FCRF","Data are reported in Irish pounds.",
"IRL","SG.NOD.CONS","There is no nondiscrimination provision.",
"IRL","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"IRL","SM.POP.REFG","UNHCR estimates based on the arrival of refugees and asylum-seeker recognition over a 10-year period ending with the reporting year. The source and method of estimation prior to 1999 is unclear.",
"IRL","SM.POP.TOTL","Estimates are derived from data on foreign-born population. ",
"IRL","SP.DYN.AMRT.FE","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"IRL","SP.DYN.AMRT.MA","Data source : Human Mortality Database by University of California, Berkeley, and Max Planck Institute for Demographic Research.",
"IRL","SP.DYN.CBRT.IN","Data sources : Eurostat",
"IRL","SP.DYN.CDRT.IN","Data sources : Eurostat",
"IRL","SP.DYN.LE00.FE.IN","Data sources : Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRL","SP.DYN.LE00.MA.IN","Data sources : Eurostat, United Nations World Population Prospects",
"IRL","SP.DYN.TFRT.IN","Data sources : Eurostat",
"IRL","SP.POP.GROW","Data sources : Eurostat",
"IRL","SP.POP.TOTL","Data sources : Eurostat",
"IRL","TM.TAX.MANF.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MANF.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.MRCH.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.BC.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.BR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.IP.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.SM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.SM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.SR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.WM.AR.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRL","TM.TAX.TCOM.WM.FN.ZS","European Union (EU) member countries apply a common tariff schedule. Historical data for EU member countries refer to data for the EU as a whole regardless of when the country became a member of EU and do not represent tariff schedules that were applied before the EU membership.",
"IRN","BM.KLT.DINV.CD.WD","Source: United Nations Conference on Trade and Development, Foreign Direct Investment Online database.",
"IRN","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data for 2015 are based on reports provided by the country. Long-term private nonguaranteed debt data are not available. Short-term debt for 2015 is based on Central Bank data. Fiscal year-end for external debt data is March.",
"IRN","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRN","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRN","IT.CEL.SETS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.CEL.SETS.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.MLT.MAIN","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.MLT.MAIN.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.NET.BBND","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.NET.BBND.P2","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","IT.NET.USER.ZS","Ministry of Information and Communications Technology. From 2003: Communications Regulatory Authority (CRA).",
"IRN","SG.NOD.CONS","There is no nondiscrimination provision.",
"IRN","SH.XPD.EXTR.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.OOPC.TO.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.OOPC.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.PCAP","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.PCAP.PP.KD","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.PRIV.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.PUBL","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.PUBL.GX.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.PUBL.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SH.XPD.TOTL.ZS","Exchange rate changed in 2002 from multiple to a managed floating exchange rate. Inter-bank market rate used prior to 2002.",
"IRN","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"IRN","SM.POP.TOTL","Estimates are derived from data on foreign-born population. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IRN","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"IRN","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"IRN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRN","SP.POP.GROW","Data sources: United Nations World Population Prospects",
"IRN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"IRQ","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)",
"IRQ","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)",
"IRQ","IT.CEL.SETS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.CEL.SETS.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.MLT.MAIN","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.MLT.MAIN.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.NET.BBND","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.NET.BBND.P2","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","IT.NET.USER.ZS","Ministry of Planning & Cooperation Development. Ministry of Communications",
"IRQ","SH.XPD.EXTR.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.OOPC.TO.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.OOPC.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.PCAP","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.PCAP.PP.KD","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.PRIV.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.PUBL","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.PUBL.GX.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.PUBL.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SH.XPD.TOTL.ZS","Some estimates should be viewed with caution as these are derived from scarce data. The estimates do not include expenditures for Northern Iraq.",
"IRQ","SM.POP.NETM","Data sources : United Nations World Population Prospects",
"IRQ","SM.POP.REFG","The decrease in the refugee population in 2003 is primarily due to the de-registration of some 77,000 Palestinian refugees.",
"IRQ","SM.POP.TOTL","Estimates are derived from data on foreign population. Foreign population is people who are citizens of a country other the country in which they reside. Number of refugees reported by the UN Refugee Agency (UNHCR) are added to the migrant stock estimates. ",
"IRQ","SP.DYN.AMRT.FE","Data source : United Nations World Population Prospects",
"IRQ","SP.DYN.AMRT.MA","Data source : United Nations World Population Prospects",
"IRQ","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.LE00.IN","Derived using male and female life expectancy",
"IRQ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"IRQ","SP.POP.GROW","Data sources : United Nations World Population Prospects",
